"year","region","age","sex","n","mean_income"
"2000","GM036","55_65","_total_",2314,3145.48
"2000","GM037","55_65","_total_",1027,3170.63
"2000","GM038","55_65","_total_",1351,3164.48
"2000","GM039","55_65","_total_",2551,3129.56
"2000","GM040","55_65","_total_",693,3153.82
"2000","GM041","55_65","_total_",3540,3153.36
"2000","GM042","55_65","_total_",2451,3144.9
"2000","GM043","55_65","_total_",439,3136.95
"2000","GM044","55_65","_total_",2012,3150.38
"2000","GM045","55_65","_total_",1327,3155.67
"2000","GM046","55_65","_total_",3128,3148.16
"2000","GM047","55_65","_total_",2873,3168.1
"2000","GM048","55_65","_total_",3979,3146.37
"2000","GM049","55_65","_total_",2568,3136.4
"2000","GM050","55_65","_total_",2917,3147.26
"2000","GM051","55_65","_total_",2540,3147.2
"2000","GM052","55_65","_total_",1925,3154.35
"2000","GM053","55_65","_total_",2937,3142.98
"2000","GM054","55_65","_total_",1522,3155.08
"2000","GM055","55_65","_total_",4011,3132.61
"2000","GM056","55_65","_total_",2973,3128.02
"2000","GM057","55_65","_total_",1583,3150.06
"2000","GM058","55_65","_total_",2666,3149.66
"2000","GM059","55_65","_total_",1577,3151.97
"2000","GM060","55_65","_total_",4124,3154.54
"2000","GM061","55_65","_total_",3459,3142.51
"2000","GM062","55_65","_total_",1076,3145.07
"2000","GM063","55_65","_total_",3830,3144.52
"2000","GM064","55_65","_total_",933,3149.14
"2000","GM065","55_65","_total_",601,3163.7
"2000","GM066","55_65","_total_",3179,3145.79
"2000","GM067","55_65","_total_",1562,3165.91
"2000","GM068","55_65","_total_",1289,3142.1
"2000","GM069","55_65","_total_",976,3138.31
"2000","GM070","55_65","_total_",2472,3147.51
"2000","GM071","55_65","_total_",914,3140.43
"2000","GM072","55_65","_total_",1129,3154.61
"2000","GM073","55_65","_total_",1622,3140.53
"2000","GM074","55_65","_total_",3179,3145.25
"2000","GM075","55_65","_total_",1162,3130.57
"2000","GM076","55_65","_total_",653,3144.94
"2000","GM077","55_65","_total_",3675,3142.33
"2000","GM078","55_65","_total_",1158,3121.92
"2000","GM079","55_65","_total_",2100,3152.32
"2000","GM080","55_65","_total_",2047,3160.8
"2000","GM081","55_65","_total_",3736,3151.4
"2000","GM082","55_65","_total_",3436,3149.58
"2000","GM083","55_65","_total_",3855,3142.48
"2000","GM084","55_65","_total_",1784,3150.07
"2000","GM085","55_65","_total_",931,3161.48
"2000","GM086","55_65","_total_",1100,3128.06
"2000","GM087","55_65","_total_",550,3147.2
"2000","GM088","55_65","_total_",3418,3146.48
"2000","GM089","55_65","_total_",3451,3146.29
"2000","GM090","55_65","_total_",1085,3149.61
"2000","GM091","55_65","_total_",2859,3136.64
"2000","GM092","55_65","_total_",853,3156.47
"2000","GM093","55_65","_total_",3498,3149.93
"2000","GM094","55_65","_total_",464,3150.58
"2000","GM095","55_65","_total_",3460,3147.12
"2000","GM096","55_65","_total_",2368,3145.71
"2000","GM097","55_65","_total_",2337,3146.28
"2000","GM098","55_65","_total_",2160,3158.26
"2000","GM099","55_65","_total_",1235,3153.02
"2000","GM100","55_65","_total_",2905,3160.97
"2000","_total_","_total_","F",299548,2200.55
"2000","_total_","_total_","M",700452,2699.45
"2000","_total_","15_25","_total_",196186,1936.04
"2000","_total_","25_35","_total_",195764,2235.38
"2000","_total_","35_45","_total_",196190,2534.86
"2000","_total_","45_55","_total_",196224,2835.76
"2000","_total_","55_65","_total_",215636,3147.96
"2000","GM001","_total_","_total_",4744,2538.25
"2000","GM002","_total_","_total_",10149,2557.04
"2000","GM003","_total_","_total_",6557,2548.17
"2000","GM004","_total_","_total_",8450,2544.97
"2000","GM005","_total_","_total_",12236,2557.17
"2000","GM006","_total_","_total_",5411,2562.42
"2000","GM007","_total_","_total_",3351,2557.35
"2000","GM008","_total_","_total_",4176,2539.69
"2000","GM009","_total_","_total_",5890,2547.62
"2000","GM010","_total_","_total_",7271,2564.7
"2000","GM011","_total_","_total_",8982,2547.02
"2000","GM012","_total_","_total_",9602,2551.69
"2000","GM013","_total_","_total_",10033,2552.34
"2000","GM014","_total_","_total_",12103,2553.34
"2000","GM015","_total_","_total_",2690,2535.32
"2000","GM016","_total_","_total_",16093,2546.59
"2000","GM017","_total_","_total_",8630,2548.32
"2000","GM018","_total_","_total_",4305,2562.02
"2000","GM019","_total_","_total_",10517,2547.8
"2000","GM020","_total_","_total_",8186,2552.67
"2000","GM021","_total_","_total_",17063,2550.99
"2000","GM022","_total_","_total_",16208,2554
"2000","GM023","_total_","_total_",10012,2547.22
"2000","GM024","_total_","_total_",14290,2543.02
"2000","GM025","_total_","_total_",16144,2554.41
"2000","GM026","_total_","_total_",10814,2557.17
"2000","GM027","_total_","_total_",3103,2572.05
"2000","GM028","_total_","_total_",13868,2550.34
"2000","GM029","_total_","_total_",7808,2552.67
"2000","GM030","_total_","_total_",13761,2542.46
"2000","GM031","_total_","_total_",11645,2554.68
"2000","GM032","_total_","_total_",11152,2544.42
"2000","GM033","_total_","_total_",7667,2535.37
"2000","GM034","_total_","_total_",18203,2551.29
"2000","GM035","_total_","_total_",12624,2558.8
"2000","GM036","_total_","_total_",11000,2542.13
"2000","GM037","_total_","_total_",4735,2559.69
"2000","GM038","_total_","_total_",6488,2551.48
"2000","GM039","_total_","_total_",11913,2536.59
"2000","GM040","_total_","_total_",3228,2545.16
"2000","GM041","_total_","_total_",16307,2553.01
"2000","GM042","_total_","_total_",11650,2546.36
"2000","GM043","_total_","_total_",2052,2520.21
"2000","GM044","_total_","_total_",9261,2540.11
"2000","GM045","_total_","_total_",6132,2543.1
"2000","GM046","_total_","_total_",14619,2546.64
"2000","GM047","_total_","_total_",13563,2557.24
"2000","GM048","_total_","_total_",18216,2550.02
"2000","GM049","_total_","_total_",12097,2542.22
"2000","GM050","_total_","_total_",13273,2551.19
"2000","GM051","_total_","_total_",12224,2542.4
"2000","GM052","_total_","_total_",8759,2555.3
"2000","GM053","_total_","_total_",14018,2541.96
"2000","GM054","_total_","_total_",6830,2551.82
"2000","GM055","_total_","_total_",18331,2543.98
"2000","GM056","_total_","_total_",14387,2547.29
"2000","GM057","_total_","_total_",7491,2543.41
"2000","GM058","_total_","_total_",12310,2551.11
"2000","GM059","_total_","_total_",7295,2556.64
"2000","GM060","_total_","_total_",18734,2550.66
"2000","GM061","_total_","_total_",16023,2550.59
"2000","GM062","_total_","_total_",5125,2549.01
"2000","GM063","_total_","_total_",17355,2557.63
"2000","GM064","_total_","_total_",4312,2559.84
"2000","GM065","_total_","_total_",2743,2565.98
"2000","GM066","_total_","_total_",14542,2552.11
"2000","GM067","_total_","_total_",7315,2553.16
"2000","GM068","_total_","_total_",5853,2551.14
"2000","GM069","_total_","_total_",4622,2543.37
"2000","GM070","_total_","_total_",11373,2556.32
"2000","GM071","_total_","_total_",4145,2550.37
"2000","GM072","_total_","_total_",5216,2553.03
"2000","GM073","_total_","_total_",7575,2544.89
"2000","GM074","_total_","_total_",14626,2555.96
"2000","GM075","_total_","_total_",5183,2557.54
"2000","GM076","_total_","_total_",3109,2536.93
"2000","GM077","_total_","_total_",16590,2550.95
"2000","GM078","_total_","_total_",5375,2547
"2000","GM079","_total_","_total_",9778,2551.1
"2000","GM080","_total_","_total_",9319,2552.91
"2000","GM081","_total_","_total_",16755,2555.31
"2000","GM082","_total_","_total_",15843,2552.19
"2000","GM083","_total_","_total_",18005,2547.04
"2000","GM084","_total_","_total_",8507,2545.22
"2000","GM085","_total_","_total_",4422,2544.21
"2000","GM086","_total_","_total_",5147,2537.03
"2000","GM087","_total_","_total_",2379,2564.14
"2000","GM088","_total_","_total_",15800,2552.42
"2000","GM089","_total_","_total_",15773,2557.58
"2000","GM090","_total_","_total_",4728,2555.2
"2000","GM091","_total_","_total_",13503,2548.05
"2000","GM092","_total_","_total_",3882,2544.97
"2000","GM093","_total_","_total_",16350,2551.73
"2000","GM094","_total_","_total_",2107,2558.52
"2000","GM095","_total_","_total_",16075,2549.03
"2000","GM096","_total_","_total_",10865,2554.64
"2000","GM097","_total_","_total_",10943,2550.14
"2000","GM098","_total_","_total_",10211,2546.52
"2000","GM099","_total_","_total_",6068,2541.51
"2000","GM100","_total_","_total_",13807,2541.05
"2000","_total_","_total_","_total_",1000000,2550
"2001","GM001","15_25","F",143,1591.17
"2001","GM002","15_25","F",972,1586.86
"2001","GM003","15_25","F",988,1598.67
"2001","GM004","15_25","F",495,1585.49
"2001","GM005","15_25","F",169,1561.56
"2001","GM006","15_25","F",267,1557.06
"2001","GM007","15_25","F",729,1589.9
"2001","GM008","15_25","F",417,1574.77
"2001","GM009","15_25","F",777,1583.69
"2001","GM010","15_25","F",413,1553.35
"2001","GM011","15_25","F",215,1607.65
"2001","GM012","15_25","F",439,1577.13
"2001","GM013","15_25","F",495,1578.21
"2001","GM014","15_25","F",238,1571.2
"2001","GM015","15_25","F",231,1624.19
"2001","GM016","15_25","F",306,1582.02
"2001","GM017","15_25","F",454,1559.65
"2001","GM018","15_25","F",437,1631.39
"2001","GM019","15_25","F",134,1551.71
"2001","GM020","15_25","F",654,1580.17
"2001","GM021","15_25","F",399,1599.57
"2001","GM022","15_25","F",346,1585.24
"2001","GM023","15_25","F",224,1630
"2001","GM024","15_25","F",302,1570.79
"2001","GM025","15_25","F",735,1588.3
"2001","GM026","15_25","F",699,1611.53
"2001","GM027","15_25","F",609,1574.08
"2001","GM028","15_25","F",545,1608.24
"2001","GM029","15_25","F",766,1602.47
"2001","GM030","15_25","F",846,1566.35
"2001","GM031","15_25","F",588,1575.01
"2001","GM032","15_25","F",780,1596.62
"2001","GM033","15_25","F",808,1590.9
"2001","GM034","15_25","F",745,1580.46
"2001","GM035","15_25","F",920,1594.44
"2001","GM036","15_25","F",687,1583.15
"2001","GM037","15_25","F",307,1553.24
"2001","GM038","15_25","F",609,1575.22
"2001","GM039","15_25","F",783,1618.3
"2001","GM040","15_25","F",851,1602.49
"2001","GM041","15_25","F",159,1639.57
"2001","GM042","15_25","F",537,1618.97
"2001","GM043","15_25","F",879,1591.51
"2001","GM044","15_25","F",477,1589.7
"2001","GM045","15_25","F",401,1581.47
"2001","GM046","15_25","F",646,1614.37
"2001","GM047","15_25","F",253,1621.72
"2001","GM048","15_25","F",879,1609.4
"2001","GM049","15_25","F",884,1576.6
"2001","GM050","15_25","F",763,1608.99
"2001","GM051","15_25","F",782,1579
"2001","GM052","15_25","F",447,1603.54
"2001","GM053","15_25","F",754,1578.44
"2001","GM054","15_25","F",733,1636.5
"2001","GM055","15_25","F",605,1598.55
"2001","GM056","15_25","F",614,1595.63
"2001","GM057","15_25","F",436,1615.64
"2001","GM058","15_25","F",571,1586.15
"2001","GM059","15_25","F",667,1586.35
"2001","GM060","15_25","F",570,1607.06
"2001","GM061","15_25","F",507,1589.21
"2001","GM062","15_25","F",737,1619.87
"2001","GM063","15_25","F",876,1591.17
"2001","GM064","15_25","F",884,1578.8
"2001","GM065","15_25","F",170,1573.18
"2001","GM066","15_25","F",439,1589.83
"2001","GM067","15_25","F",747,1616.1
"2001","GM068","15_25","F",882,1594.92
"2001","GM069","15_25","F",941,1602.85
"2001","GM070","15_25","F",382,1567.86
"2001","GM071","15_25","F",951,1613.51
"2001","GM072","15_25","F",161,1522.15
"2001","GM073","15_25","F",917,1593.25
"2001","GM074","15_25","F",729,1605.27
"2001","GM075","15_25","F",136,1645.74
"2001","GM076","15_25","F",131,1626.38
"2001","GM077","15_25","F",578,1577.73
"2001","GM078","15_25","F",516,1587.1
"2001","GM079","15_25","F",158,1613.1
"2001","GM080","15_25","F",241,1593.87
"2001","GM081","15_25","F",536,1631.35
"2001","GM082","15_25","F",623,1610.09
"2001","GM083","15_25","F",491,1600.31
"2001","GM084","15_25","F",639,1577.49
"2001","GM085","15_25","F",1001,1581.08
"2001","GM086","15_25","F",561,1606.58
"2001","GM087","15_25","F",458,1584.26
"2001","GM088","15_25","F",921,1583.95
"2001","GM089","15_25","F",375,1573.67
"2001","GM090","15_25","F",651,1589.14
"2001","GM091","15_25","F",984,1607.86
"2001","GM092","15_25","F",428,1591.33
"2001","GM093","15_25","F",432,1593.94
"2001","GM094","15_25","F",905,1572.42
"2001","GM095","15_25","F",445,1617.32
"2001","GM096","15_25","F",381,1578.16
"2001","GM097","15_25","F",775,1618.08
"2001","GM098","15_25","F",459,1575.91
"2001","GM099","15_25","F",263,1561.11
"2001","GM100","15_25","F",581,1598.18
"2001","GM001","15_25","M",349,2140.51
"2001","GM002","15_25","M",2279,2085.38
"2001","GM003","15_25","M",2404,2076.41
"2001","GM004","15_25","M",1178,2090.85
"2001","GM005","15_25","M",534,2111.58
"2001","GM006","15_25","M",660,2115.57
"2001","GM007","15_25","M",1770,2096.25
"2001","GM008","15_25","M",1038,2095.16
"2001","GM009","15_25","M",1939,2082.57
"2001","GM010","15_25","M",1163,2069.38
"2001","GM011","15_25","M",588,2120.01
"2001","GM012","15_25","M",1075,2098.1
"2001","GM013","15_25","M",1121,2085.88
"2001","GM014","15_25","M",571,2112.03
"2001","GM015","15_25","M",495,2084.68
"2001","GM016","15_25","M",722,2048.49
"2001","GM017","15_25","M",1193,2064.65
"2001","GM018","15_25","M",1115,2112.31
"2001","GM019","15_25","M",283,2076.61
"2001","GM020","15_25","M",1503,2093.62
"2001","GM021","15_25","M",990,2087.97
"2001","GM022","15_25","M",861,2098.53
"2001","GM023","15_25","M",626,2095.32
"2001","GM024","15_25","M",680,2091.37
"2001","GM025","15_25","M",1815,2094.65
"2001","GM026","15_25","M",1803,2097.67
"2001","GM027","15_25","M",1550,2080.8
"2001","GM028","15_25","M",1358,2073.45
"2001","GM029","15_25","M",1823,2080.72
"2001","GM030","15_25","M",2083,2092.76
"2001","GM031","15_25","M",1370,2091.88
"2001","GM032","15_25","M",2008,2088.26
"2001","GM033","15_25","M",1980,2085.8
"2001","GM034","15_25","M",1804,2087.01
"2001","GM035","15_25","M",2184,2100.61
"2001","GM036","15_25","M",1699,2096.09
"2001","GM037","15_25","M",784,2101.01
"2001","GM038","15_25","M",1514,2100.69
"2001","GM039","15_25","M",1943,2102.56
"2001","GM040","15_25","M",1920,2108.53
"2001","GM041","15_25","M",400,2100.75
"2001","GM042","15_25","M",1283,2091.08
"2001","GM043","15_25","M",2175,2101.75
"2001","GM044","15_25","M",1195,2098.68
"2001","GM045","15_25","M",956,2121.25
"2001","GM046","15_25","M",1677,2092.02
"2001","GM047","15_25","M",591,2085.24
"2001","GM048","15_25","M",2043,2097.77
"2001","GM049","15_25","M",2285,2102.86
"2001","GM050","15_25","M",1789,2095.18
"2001","GM051","15_25","M",2019,2099.97
"2001","GM052","15_25","M",1008,2089.27
"2001","GM053","15_25","M",1771,2098.69
"2001","GM054","15_25","M",1785,2079.85
"2001","GM055","15_25","M",1357,2078.9
"2001","GM056","15_25","M",1486,2089.25
"2001","GM057","15_25","M",1101,2085.77
"2001","GM058","15_25","M",1328,2104.86
"2001","GM059","15_25","M",1544,2087.56
"2001","GM060","15_25","M",1422,2092
"2001","GM061","15_25","M",1283,2089.17
"2001","GM062","15_25","M",1759,2079.38
"2001","GM063","15_25","M",2160,2078.98
"2001","GM064","15_25","M",2229,2090.35
"2001","GM065","15_25","M",382,2108.89
"2001","GM066","15_25","M",1158,2093.72
"2001","GM067","15_25","M",1947,2089.12
"2001","GM068","15_25","M",2130,2083.86
"2001","GM069","15_25","M",2267,2094.85
"2001","GM070","15_25","M",893,2109.25
"2001","GM071","15_25","M",2404,2091.25
"2001","GM072","15_25","M",423,2083.29
"2001","GM073","15_25","M",2385,2088.54
"2001","GM074","15_25","M",1791,2100.6
"2001","GM075","15_25","M",347,2101.11
"2001","GM076","15_25","M",312,2092.93
"2001","GM077","15_25","M",1515,2080.73
"2001","GM078","15_25","M",1337,2099.04
"2001","GM079","15_25","M",410,2102.33
"2001","GM080","15_25","M",535,2106.52
"2001","GM081","15_25","M",1318,2092.08
"2001","GM082","15_25","M",1610,2089.87
"2001","GM083","15_25","M",1268,2086.11
"2001","GM084","15_25","M",1705,2089.24
"2001","GM085","15_25","M",2418,2095.39
"2001","GM086","15_25","M",1370,2088.16
"2001","GM087","15_25","M",1184,2098.99
"2001","GM088","15_25","M",2235,2096.21
"2001","GM089","15_25","M",918,2100.65
"2001","GM090","15_25","M",1658,2079.95
"2001","GM091","15_25","M",2380,2095.91
"2001","GM092","15_25","M",1117,2061.69
"2001","GM093","15_25","M",937,2115.62
"2001","GM094","15_25","M",2219,2091.26
"2001","GM095","15_25","M",1041,2086.07
"2001","GM096","15_25","M",892,2096.28
"2001","GM097","15_25","M",1793,2085.97
"2001","GM098","15_25","M",1143,2094.93
"2001","GM099","15_25","M",628,2078.98
"2001","GM100","15_25","M",1397,2091.58
"2001","GM001","25_35","F",146,1876.33
"2001","GM002","25_35","F",885,1880.25
"2001","GM003","25_35","F",1006,1906.46
"2001","GM004","25_35","F",502,1907.25
"2001","GM005","25_35","F",200,1907.08
"2001","GM006","25_35","F",278,1900.95
"2001","GM007","25_35","F",711,1912.91
"2001","GM008","25_35","F",437,1881.97
"2001","GM009","25_35","F",773,1889.61
"2001","GM010","25_35","F",495,1904.51
"2001","GM011","25_35","F",247,1877.41
"2001","GM012","25_35","F",441,1914.78
"2001","GM013","25_35","F",491,1901.54
"2001","GM014","25_35","F",277,1879.72
"2001","GM015","25_35","F",222,1903.36
"2001","GM016","25_35","F",295,1919.55
"2001","GM017","25_35","F",522,1899.48
"2001","GM018","25_35","F",414,1872.58
"2001","GM019","25_35","F",124,1849.67
"2001","GM020","25_35","F",624,1872.62
"2001","GM021","25_35","F",422,1943.95
"2001","GM022","25_35","F",333,1872.87
"2001","GM023","25_35","F",278,1922.95
"2001","GM024","25_35","F",249,1913.66
"2001","GM025","25_35","F",770,1917.56
"2001","GM026","25_35","F",707,1887.53
"2001","GM027","25_35","F",624,1921.33
"2001","GM028","25_35","F",574,1900.5
"2001","GM029","25_35","F",769,1912.59
"2001","GM030","25_35","F",901,1873.94
"2001","GM031","25_35","F",586,1933.09
"2001","GM032","25_35","F",756,1886.19
"2001","GM033","25_35","F",795,1923.48
"2001","GM034","25_35","F",721,1907.82
"2001","GM035","25_35","F",903,1907.67
"2001","GM036","25_35","F",700,1888.92
"2001","GM037","25_35","F",291,1855.44
"2001","GM038","25_35","F",609,1893.83
"2001","GM039","25_35","F",776,1904.77
"2001","GM040","25_35","F",814,1900.54
"2001","GM041","25_35","F",168,1841.39
"2001","GM042","25_35","F",511,1892.32
"2001","GM043","25_35","F",891,1899.42
"2001","GM044","25_35","F",492,1924.99
"2001","GM045","25_35","F",372,1888.31
"2001","GM046","25_35","F",735,1881.18
"2001","GM047","25_35","F",229,1949.93
"2001","GM048","25_35","F",836,1903.35
"2001","GM049","25_35","F",1020,1888.37
"2001","GM050","25_35","F",700,1894.98
"2001","GM051","25_35","F",849,1891.97
"2001","GM052","25_35","F",422,1903.65
"2001","GM053","25_35","F",729,1915.44
"2001","GM054","25_35","F",733,1885.55
"2001","GM055","25_35","F",581,1866.29
"2001","GM056","25_35","F",625,1911.98
"2001","GM057","25_35","F",443,1908.39
"2001","GM058","25_35","F",574,1916.36
"2001","GM059","25_35","F",725,1905.69
"2001","GM060","25_35","F",604,1909.61
"2001","GM061","25_35","F",496,1932.74
"2001","GM062","25_35","F",731,1892.4
"2001","GM063","25_35","F",882,1901.84
"2001","GM064","25_35","F",865,1888.78
"2001","GM065","25_35","F",160,1878.29
"2001","GM066","25_35","F",477,1906.69
"2001","GM067","25_35","F",734,1893.99
"2001","GM068","25_35","F",861,1895.51
"2001","GM069","25_35","F",940,1893.95
"2001","GM070","25_35","F",385,1904.51
"2001","GM071","25_35","F",990,1879.52
"2001","GM072","25_35","F",185,1846.17
"2001","GM073","25_35","F",967,1871.06
"2001","GM074","25_35","F",707,1930.05
"2001","GM075","25_35","F",123,1886.49
"2001","GM076","25_35","F",104,1897.37
"2001","GM077","25_35","F",618,1890.19
"2001","GM078","25_35","F",576,1878.49
"2001","GM079","25_35","F",162,1905.13
"2001","GM080","25_35","F",217,1884.15
"2001","GM081","25_35","F",543,1880.67
"2001","GM082","25_35","F",686,1898.91
"2001","GM083","25_35","F",524,1897.22
"2001","GM084","25_35","F",718,1895.61
"2001","GM085","25_35","F",997,1904.22
"2001","GM086","25_35","F",559,1916.29
"2001","GM087","25_35","F",464,1907.6
"2001","GM088","25_35","F",885,1893.04
"2001","GM089","25_35","F",387,1923.1
"2001","GM090","25_35","F",706,1897.21
"2001","GM091","25_35","F",996,1905.35
"2001","GM092","25_35","F",463,1870.05
"2001","GM093","25_35","F",421,1937.17
"2001","GM094","25_35","F",927,1888.21
"2001","GM095","25_35","F",399,1880.97
"2001","GM096","25_35","F",400,1856.51
"2001","GM097","25_35","F",732,1879.51
"2001","GM098","25_35","F",469,1893.03
"2001","GM099","25_35","F",284,1924.11
"2001","GM100","25_35","F",589,1938.94
"2001","GM001","25_35","M",315,2389.3
"2001","GM002","25_35","M",2215,2389.83
"2001","GM003","25_35","M",2447,2399.09
"2001","GM004","25_35","M",1243,2396.05
"2001","GM005","25_35","M",494,2408.97
"2001","GM006","25_35","M",649,2426.63
"2001","GM007","25_35","M",1661,2383.08
"2001","GM008","25_35","M",1026,2399.12
"2001","GM009","25_35","M",1922,2399.18
"2001","GM010","25_35","M",1190,2399.57
"2001","GM011","25_35","M",509,2372
"2001","GM012","25_35","M",1020,2394.56
"2001","GM013","25_35","M",1136,2405.19
"2001","GM014","25_35","M",637,2380.54
"2001","GM015","25_35","M",544,2369.38
"2001","GM016","25_35","M",723,2395.23
"2001","GM017","25_35","M",1134,2394.22
"2001","GM018","25_35","M",1058,2405.24
"2001","GM019","25_35","M",262,2388.83
"2001","GM020","25_35","M",1491,2379.39
"2001","GM021","25_35","M",1003,2378.65
"2001","GM022","25_35","M",803,2362.75
"2001","GM023","25_35","M",642,2399.46
"2001","GM024","25_35","M",702,2398.66
"2001","GM025","25_35","M",1832,2401.58
"2001","GM026","25_35","M",1753,2391.39
"2001","GM027","25_35","M",1517,2401.94
"2001","GM028","25_35","M",1419,2388.07
"2001","GM029","25_35","M",1926,2391.49
"2001","GM030","25_35","M",2046,2405.32
"2001","GM031","25_35","M",1409,2406.48
"2001","GM032","25_35","M",2053,2394.77
"2001","GM033","25_35","M",1985,2394.21
"2001","GM034","25_35","M",1791,2407.57
"2001","GM035","25_35","M",2121,2405.67
"2001","GM036","25_35","M",1708,2394.36
"2001","GM037","25_35","M",730,2387.18
"2001","GM038","25_35","M",1497,2385.84
"2001","GM039","25_35","M",1842,2383.68
"2001","GM040","25_35","M",1995,2380.7
"2001","GM041","25_35","M",392,2394.42
"2001","GM042","25_35","M",1344,2397.05
"2001","GM043","25_35","M",2207,2375.9
"2001","GM044","25_35","M",1174,2395.94
"2001","GM045","25_35","M",978,2382.12
"2001","GM046","25_35","M",1643,2402.01
"2001","GM047","25_35","M",553,2383.63
"2001","GM048","25_35","M",2090,2393.41
"2001","GM049","25_35","M",2320,2393.48
"2001","GM050","25_35","M",1774,2383.36
"2001","GM051","25_35","M",1977,2402.58
"2001","GM052","25_35","M",1118,2417.21
"2001","GM053","25_35","M",1803,2387.48
"2001","GM054","25_35","M",1884,2397.33
"2001","GM055","25_35","M",1382,2399.59
"2001","GM056","25_35","M",1609,2404.41
"2001","GM057","25_35","M",1126,2383.27
"2001","GM058","25_35","M",1387,2377.93
"2001","GM059","25_35","M",1725,2400.38
"2001","GM060","25_35","M",1394,2388.43
"2001","GM061","25_35","M",1308,2376.87
"2001","GM062","25_35","M",1778,2400.62
"2001","GM063","25_35","M",2157,2398.53
"2001","GM064","25_35","M",2117,2382.94
"2001","GM065","25_35","M",349,2377.89
"2001","GM066","25_35","M",1130,2374.49
"2001","GM067","25_35","M",1827,2408.65
"2001","GM068","25_35","M",2194,2390.06
"2001","GM069","25_35","M",2351,2392.79
"2001","GM070","25_35","M",902,2396.98
"2001","GM071","25_35","M",2370,2373.97
"2001","GM072","25_35","M",424,2408.42
"2001","GM073","25_35","M",2313,2401.21
"2001","GM074","25_35","M",1784,2388.73
"2001","GM075","25_35","M",365,2355.95
"2001","GM076","25_35","M",311,2418.79
"2001","GM077","25_35","M",1533,2403.74
"2001","GM078","25_35","M",1285,2401.02
"2001","GM079","25_35","M",436,2388.22
"2001","GM080","25_35","M",594,2419.9
"2001","GM081","25_35","M",1373,2392.08
"2001","GM082","25_35","M",1609,2384.61
"2001","GM083","25_35","M",1210,2403.22
"2001","GM084","25_35","M",1628,2408.59
"2001","GM085","25_35","M",2360,2399.57
"2001","GM086","25_35","M",1326,2398.64
"2001","GM087","25_35","M",1210,2388.24
"2001","GM088","25_35","M",2188,2388.96
"2001","GM089","25_35","M",930,2374.24
"2001","GM090","25_35","M",1688,2411.47
"2001","GM091","25_35","M",2485,2408.01
"2001","GM092","25_35","M",1110,2401.46
"2001","GM093","25_35","M",977,2393.32
"2001","GM094","25_35","M",2302,2380.54
"2001","GM095","25_35","M",1002,2394.72
"2001","GM096","25_35","M",937,2400.61
"2001","GM097","25_35","M",1770,2387.2
"2001","GM098","25_35","M",1203,2392.19
"2001","GM099","25_35","M",654,2398.62
"2001","GM100","25_35","M",1416,2389.32
"2001","GM001","35_45","F",121,2175.16
"2001","GM002","35_45","F",988,2191.59
"2001","GM003","35_45","F",932,2194.92
"2001","GM004","35_45","F",497,2193.31
"2001","GM005","35_45","F",177,2147.57
"2001","GM006","35_45","F",272,2221.01
"2001","GM007","35_45","F",725,2221.34
"2001","GM008","35_45","F",427,2182.67
"2001","GM009","35_45","F",757,2188.03
"2001","GM010","35_45","F",454,2190.81
"2001","GM011","35_45","F",214,2183.51
"2001","GM012","35_45","F",456,2212.68
"2001","GM013","35_45","F",450,2192.87
"2001","GM014","35_45","F",234,2191.26
"2001","GM015","35_45","F",214,2237.14
"2001","GM016","35_45","F",304,2235.96
"2001","GM017","35_45","F",465,2188.73
"2001","GM018","35_45","F",432,2238.76
"2001","GM019","35_45","F",117,2252.7
"2001","GM020","35_45","F",611,2150.01
"2001","GM021","35_45","F",438,2197.33
"2001","GM022","35_45","F",352,2175.17
"2001","GM023","35_45","F",220,2171.54
"2001","GM024","35_45","F",269,2199.86
"2001","GM025","35_45","F",756,2192.55
"2001","GM026","35_45","F",690,2209.02
"2001","GM027","35_45","F",621,2195.74
"2001","GM028","35_45","F",588,2196.2
"2001","GM029","35_45","F",778,2189.82
"2001","GM030","35_45","F",867,2196.84
"2001","GM031","35_45","F",593,2203.87
"2001","GM032","35_45","F",830,2182.62
"2001","GM033","35_45","F",791,2220.59
"2001","GM034","35_45","F",709,2193.82
"2001","GM035","35_45","F",881,2204.64
"2001","GM036","35_45","F",702,2205.1
"2001","GM037","35_45","F",305,2196.42
"2001","GM038","35_45","F",583,2201.19
"2001","GM039","35_45","F",779,2223.99
"2001","GM040","35_45","F",800,2216.28
"2001","GM041","35_45","F",148,2194.76
"2001","GM042","35_45","F",531,2202.93
"2001","GM043","35_45","F",869,2205.83
"2001","GM044","35_45","F",491,2219.14
"2001","GM045","35_45","F",395,2198.18
"2001","GM046","35_45","F",701,2182.43
"2001","GM047","35_45","F",244,2213.71
"2001","GM048","35_45","F",840,2188.9
"2001","GM049","35_45","F",908,2220.33
"2001","GM050","35_45","F",681,2206.71
"2001","GM051","35_45","F",793,2187.36
"2001","GM052","35_45","F",433,2201.92
"2001","GM053","35_45","F",706,2194.83
"2001","GM054","35_45","F",720,2206.74
"2001","GM055","35_45","F",589,2168.83
"2001","GM056","35_45","F",646,2189.32
"2001","GM057","35_45","F",427,2228.88
"2001","GM058","35_45","F",529,2202.68
"2001","GM059","35_45","F",695,2217.06
"2001","GM060","35_45","F",588,2207.55
"2001","GM061","35_45","F",520,2198.03
"2001","GM062","35_45","F",692,2242.18
